,Time (CET),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Actual Total Load [MW] - BZN|DE-LU,Imbalance [MW],Quarter
25047,18.09.2019 21:45 - 18.09.2019 22:00,54736.0,54190.0,-546.0,87
25048,18.09.2019 22:00 - 18.09.2019 22:15,54047.0,53262.0,-785.0,88
25049,18.09.2019 22:15 - 18.09.2019 22:30,53052.0,52271.0,-781.0,89
25050,18.09.2019 22:30 - 18.09.2019 22:45,51937.0,51171.0,-766.0,90
25051,18.09.2019 22:45 - 18.09.2019 23:00,51027.0,50342.0,-685.0,91
25052,18.09.2019 23:00 - 18.09.2019 23:15,49777.0,49446.0,-331.0,92
25053,18.09.2019 23:15 - 18.09.2019 23:30,48959.0,48711.0,-248.0,93
25054,18.09.2019 23:30 - 18.09.2019 23:45,48245.0,47855.0,-390.0,94
25055,18.09.2019 23:45 - 19.09.2019 00:00,47559.0,47151.0,-408.0,95
25056,19.09.2019 00:00 - 19.09.2019 00:15,46989.0,46252.0,-737.0,0
25057,19.09.2019 00:15 - 19.09.2019 00:30,46294.0,45997.0,-297.0,1
25058,19.09.2019 00:30 - 19.09.2019 00:45,45911.0,45576.0,-335.0,2
25059,19.09.2019 00:45 - 19.09.2019 01:00,45435.0,45075.0,-360.0,3
25060,19.09.2019 01:00 - 19.09.2019 01:15,45102.0,43987.0,-1115.0,4
25061,19.09.2019 01:15 - 19.09.2019 01:30,44767.0,43490.0,-1277.0,5
25062,19.09.2019 01:30 - 19.09.2019 01:45,44469.0,43374.0,-1095.0,6
25063,19.09.2019 01:45 - 19.09.2019 02:00,44333.0,43067.0,-1266.0,7
25064,19.09.2019 02:00 - 19.09.2019 02:15,43930.0,42595.0,-1335.0,8
25065,19.09.2019 02:15 - 19.09.2019 02:30,43737.0,42261.0,-1476.0,9
25066,19.09.2019 02:30 - 19.09.2019 02:45,43711.0,42544.0,-1167.0,10
25067,19.09.2019 02:45 - 19.09.2019 03:00,43785.0,42400.0,-1385.0,11
25068,19.09.2019 03:00 - 19.09.2019 03:15,43872.0,42574.0,-1298.0,12
25069,19.09.2019 03:15 - 19.09.2019 03:30,43962.0,42612.0,-1350.0,13
25070,19.09.2019 03:30 - 19.09.2019 03:45,43985.0,42575.0,-1410.0,14
25071,19.09.2019 03:45 - 19.09.2019 04:00,44193.0,42647.0,-1546.0,15
25072,19.09.2019 04:00 - 19.09.2019 04:15,44524.0,43104.0,-1420.0,16
25073,19.09.2019 04:15 - 19.09.2019 04:30,44927.0,43191.0,-1736.0,17
25074,19.09.2019 04:30 - 19.09.2019 04:45,45264.0,43499.0,-1765.0,18
25075,19.09.2019 04:45 - 19.09.2019 05:00,45768.0,44621.0,-1147.0,19
25076,19.09.2019 05:00 - 19.09.2019 05:15,47137.0,46210.0,-927.0,20
25077,19.09.2019 05:15 - 19.09.2019 05:30,47847.0,47204.0,-643.0,21
25078,19.09.2019 05:30 - 19.09.2019 05:45,48933.0,47964.0,-969.0,22
25079,19.09.2019 05:45 - 19.09.2019 06:00,50461.0,49403.0,-1058.0,23
25080,19.09.2019 06:00 - 19.09.2019 06:15,53401.0,52962.0,-439.0,24
25081,19.09.2019 06:15 - 19.09.2019 06:30,55662.0,55326.0,-336.0,25
25082,19.09.2019 06:30 - 19.09.2019 06:45,57418.0,57053.0,-365.0,26
25083,19.09.2019 06:45 - 19.09.2019 07:00,58554.0,58186.0,-368.0,27
25084,19.09.2019 07:00 - 19.09.2019 07:15,59920.0,58558.0,-1362.0,28
25085,19.09.2019 07:15 - 19.09.2019 07:30,60624.0,59015.0,-1609.0,29
25086,19.09.2019 07:30 - 19.09.2019 07:45,61400.0,59710.0,-1690.0,30
25087,19.09.2019 07:45 - 19.09.2019 08:00,62163.0,60403.0,-1760.0,31
25088,19.09.2019 08:00 - 19.09.2019 08:15,62691.0,60950.0,-1741.0,32
25089,19.09.2019 08:15 - 19.09.2019 08:30,62915.0,61356.0,-1559.0,33
25090,19.09.2019 08:30 - 19.09.2019 08:45,63470.0,61559.0,-1911.0,34
25091,19.09.2019 08:45 - 19.09.2019 09:00,63664.0,61744.0,-1920.0,35
25092,19.09.2019 09:00 - 19.09.2019 09:15,63355.0,61149.0,-2206.0,36
25093,19.09.2019 09:15 - 19.09.2019 09:30,63734.0,61967.0,-1767.0,37
25094,19.09.2019 09:30 - 19.09.2019 09:45,64214.0,62610.0,-1604.0,38
25095,19.09.2019 09:45 - 19.09.2019 10:00,64509.0,62598.0,-1911.0,39
25096,19.09.2019 10:00 - 19.09.2019 10:15,64698.0,62173.0,-2525.0,40
25097,19.09.2019 10:15 - 19.09.2019 10:30,65038.0,62511.0,-2527.0,41
25098,19.09.2019 10:30 - 19.09.2019 10:45,65389.0,62964.0,-2425.0,42
25099,19.09.2019 10:45 - 19.09.2019 11:00,65793.0,63708.0,-2085.0,43
25100,19.09.2019 11:00 - 19.09.2019 11:15,66144.0,64400.0,-1744.0,44
25101,19.09.2019 11:15 - 19.09.2019 11:30,66442.0,64966.0,-1476.0,45
25102,19.09.2019 11:30 - 19.09.2019 11:45,66730.0,65481.0,-1249.0,46
25103,19.09.2019 11:45 - 19.09.2019 12:00,67000.0,65951.0,-1049.0,47
25104,19.09.2019 12:00 - 19.09.2019 12:15,66464.0,64961.0,-1503.0,48
25105,19.09.2019 12:15 - 19.09.2019 12:30,66320.0,65081.0,-1239.0,49
25106,19.09.2019 12:30 - 19.09.2019 12:45,66197.0,64747.0,-1450.0,50
25107,19.09.2019 12:45 - 19.09.2019 13:00,66276.0,64592.0,-1684.0,51
25108,19.09.2019 13:00 - 19.09.2019 13:15,66270.0,64235.0,-2035.0,52
25109,19.09.2019 13:15 - 19.09.2019 13:30,66098.0,64207.0,-1891.0,53
25110,19.09.2019 13:30 - 19.09.2019 13:45,65824.0,63860.0,-1964.0,54
25111,19.09.2019 13:45 - 19.09.2019 14:00,65442.0,63227.0,-2215.0,55
25112,19.09.2019 14:00 - 19.09.2019 14:15,65401.0,62903.0,-2498.0,56
25113,19.09.2019 14:15 - 19.09.2019 14:30,65333.0,62918.0,-2415.0,57
25114,19.09.2019 14:30 - 19.09.2019 14:45,64984.0,62593.0,-2391.0,58
25115,19.09.2019 14:45 - 19.09.2019 15:00,64890.0,62210.0,-2680.0,59
25116,19.09.2019 15:00 - 19.09.2019 15:15,65047.0,62390.0,-2657.0,60
25117,19.09.2019 15:15 - 19.09.2019 15:30,64716.0,61840.0,-2876.0,61
25118,19.09.2019 15:30 - 19.09.2019 15:45,64210.0,61066.0,-3144.0,62
25119,19.09.2019 15:45 - 19.09.2019 16:00,63761.0,60252.0,-3509.0,63
25120,19.09.2019 16:00 - 19.09.2019 16:15,63330.0,60134.0,-3196.0,64
25121,19.09.2019 16:15 - 19.09.2019 16:30,62837.0,59816.0,-3021.0,65
25122,19.09.2019 16:30 - 19.09.2019 16:45,62764.0,59393.0,-3371.0,66
25123,19.09.2019 16:45 - 19.09.2019 17:00,62583.0,59127.0,-3456.0,67
25124,19.09.2019 17:00 - 19.09.2019 17:15,62747.0,59200.0,-3547.0,68
25125,19.09.2019 17:15 - 19.09.2019 17:30,62709.0,58655.0,-4054.0,69
25126,19.09.2019 17:30 - 19.09.2019 17:45,62607.0,58388.0,-4219.0,70
25127,19.09.2019 17:45 - 19.09.2019 18:00,62512.0,58385.0,-4127.0,71
25128,19.09.2019 18:00 - 19.09.2019 18:15,62245.0,58236.0,-4009.0,72
25129,19.09.2019 18:15 - 19.09.2019 18:30,62251.0,57922.0,-4329.0,73
25130,19.09.2019 18:30 - 19.09.2019 18:45,62178.0,57926.0,-4252.0,74
25131,19.09.2019 18:45 - 19.09.2019 19:00,62115.0,58056.0,-4059.0,75
25132,19.09.2019 19:00 - 19.09.2019 19:15,62210.0,57888.0,-4322.0,76
25133,19.09.2019 19:15 - 19.09.2019 19:30,61898.0,58018.0,-3880.0,77
25134,19.09.2019 19:30 - 19.09.2019 19:45,61922.0,58863.0,-3059.0,78
25135,19.09.2019 19:45 - 19.09.2019 20:00,62033.0,59599.0,-2434.0,79
25136,19.09.2019 20:00 - 19.09.2019 20:15,61702.0,59558.0,-2144.0,80
25137,19.09.2019 20:15 - 19.09.2019 20:30,60989.0,58863.0,-2126.0,81
25138,19.09.2019 20:30 - 19.09.2019 20:45,60387.0,57763.0,-2624.0,82
25139,19.09.2019 20:45 - 19.09.2019 21:00,59371.0,56851.0,-2520.0,83
25140,19.09.2019 21:00 - 19.09.2019 21:15,58578.0,55917.0,-2661.0,84
25141,19.09.2019 21:15 - 19.09.2019 21:30,57693.0,55145.0,-2548.0,85
25142,19.09.2019 21:30 - 19.09.2019 21:45,56621.0,54210.0,-2411.0,86
25143,19.09.2019 21:45 - 19.09.2019 22:00,55718.0,53221.0,-2497.0,87
25144,19.09.2019 22:00 - 19.09.2019 22:15,54849.0,52460.0,-2389.0,88
25145,19.09.2019 22:15 - 19.09.2019 22:30,53616.0,51627.0,-1989.0,89
25146,19.09.2019 22:30 - 19.09.2019 22:45,52562.0,50570.0,-1992.0,90
25147,19.09.2019 22:45 - 19.09.2019 23:00,51547.0,49732.0,-1815.0,91
25148,19.09.2019 23:00 - 19.09.2019 23:15,50269.0,48618.0,-1651.0,92
25149,19.09.2019 23:15 - 19.09.2019 23:30,49519.0,47772.0,-1747.0,93
25150,19.09.2019 23:30 - 19.09.2019 23:45,48761.0,47096.0,-1665.0,94
25151,19.09.2019 23:45 - 20.09.2019 00:00,48146.0,46506.0,-1640.0,95
25152,20.09.2019 00:00 - 20.09.2019 00:15,46786.0,45489.0,-1297.0,0
25153,20.09.2019 00:15 - 20.09.2019 00:30,46288.0,45040.0,-1248.0,1
25154,20.09.2019 00:30 - 20.09.2019 00:45,45864.0,44613.0,-1251.0,2
25155,20.09.2019 00:45 - 20.09.2019 01:00,45370.0,44308.0,-1062.0,3
25156,20.09.2019 01:00 - 20.09.2019 01:15,45043.0,43803.0,-1240.0,4
25157,20.09.2019 01:15 - 20.09.2019 01:30,44787.0,43634.0,-1153.0,5
25158,20.09.2019 01:30 - 20.09.2019 01:45,44394.0,43276.0,-1118.0,6
25159,20.09.2019 01:45 - 20.09.2019 02:00,44191.0,43015.0,-1176.0,7
25160,20.09.2019 02:00 - 20.09.2019 02:15,43580.0,42454.0,-1126.0,8
25161,20.09.2019 02:15 - 20.09.2019 02:30,43547.0,42622.0,-925.0,9
25162,20.09.2019 02:30 - 20.09.2019 02:45,43515.0,42593.0,-922.0,10
25163,20.09.2019 02:45 - 20.09.2019 03:00,43575.0,42675.0,-900.0,11
25164,20.09.2019 03:00 - 20.09.2019 03:15,43677.0,42689.0,-988.0,12
25165,20.09.2019 03:15 - 20.09.2019 03:30,43755.0,42798.0,-957.0,13
25166,20.09.2019 03:30 - 20.09.2019 03:45,43818.0,42926.0,-892.0,14
25167,20.09.2019 03:45 - 20.09.2019 04:00,43930.0,43148.0,-782.0,15
25168,20.09.2019 04:00 - 20.09.2019 04:15,44428.0,43653.0,-775.0,16
25169,20.09.2019 04:15 - 20.09.2019 04:30,44720.0,44078.0,-642.0,17
25170,20.09.2019 04:30 - 20.09.2019 04:45,45040.0,44380.0,-660.0,18
25171,20.09.2019 04:45 - 20.09.2019 05:00,45633.0,44818.0,-815.0,19
25172,20.09.2019 05:00 - 20.09.2019 05:15,46964.0,46220.0,-744.0,20
25173,20.09.2019 05:15 - 20.09.2019 05:30,47733.0,47100.0,-633.0,21
25174,20.09.2019 05:30 - 20.09.2019 05:45,48762.0,48295.0,-467.0,22
25175,20.09.2019 05:45 - 20.09.2019 06:00,50059.0,49777.0,-282.0,23
25176,20.09.2019 06:00 - 20.09.2019 06:15,53010.0,52585.0,-425.0,24
25177,20.09.2019 06:15 - 20.09.2019 06:30,55215.0,54554.0,-661.0,25
25178,20.09.2019 06:30 - 20.09.2019 06:45,56900.0,56253.0,-647.0,26
25179,20.09.2019 06:45 - 20.09.2019 07:00,58023.0,57263.0,-760.0,27
25180,20.09.2019 07:00 - 20.09.2019 07:15,58972.0,57737.0,-1235.0,28
25181,20.09.2019 07:15 - 20.09.2019 07:30,59661.0,58503.0,-1158.0,29
25182,20.09.2019 07:30 - 20.09.2019 07:45,60956.0,59162.0,-1794.0,30
25183,20.09.2019 07:45 - 20.09.2019 08:00,61722.0,59934.0,-1788.0,31
25184,20.09.2019 08:00 - 20.09.2019 08:15,62259.0,60833.0,-1426.0,32
25185,20.09.2019 08:15 - 20.09.2019 08:30,62696.0,61467.0,-1229.0,33
25186,20.09.2019 08:30 - 20.09.2019 08:45,62935.0,61822.0,-1113.0,34
25187,20.09.2019 08:45 - 20.09.2019 09:00,63238.0,61968.0,-1270.0,35
25188,20.09.2019 09:00 - 20.09.2019 09:15,62919.0,61450.0,-1469.0,36
25189,20.09.2019 09:15 - 20.09.2019 09:30,63309.0,61865.0,-1444.0,37
25190,20.09.2019 09:30 - 20.09.2019 09:45,63927.0,62306.0,-1621.0,38
25191,20.09.2019 09:45 - 20.09.2019 10:00,64255.0,62861.0,-1394.0,39
25192,20.09.2019 10:00 - 20.09.2019 10:15,64177.0,62875.0,-1302.0,40
25193,20.09.2019 10:15 - 20.09.2019 10:30,64442.0,63324.0,-1118.0,41
25194,20.09.2019 10:30 - 20.09.2019 10:45,65092.0,63363.0,-1729.0,42
25195,20.09.2019 10:45 - 20.09.2019 11:00,65511.0,64087.0,-1424.0,43
25196,20.09.2019 11:00 - 20.09.2019 11:15,65663.0,64569.0,-1094.0,44
25197,20.09.2019 11:15 - 20.09.2019 11:30,66100.0,64823.0,-1277.0,45
25198,20.09.2019 11:30 - 20.09.2019 11:45,66219.0,64782.0,-1437.0,46
25199,20.09.2019 11:45 - 20.09.2019 12:00,66340.0,65093.0,-1247.0,47
25200,20.09.2019 12:00 - 20.09.2019 12:15,65774.0,64155.0,-1619.0,48
25201,20.09.2019 12:15 - 20.09.2019 12:30,65525.0,63586.0,-1939.0,49
25202,20.09.2019 12:30 - 20.09.2019 12:45,65452.0,63213.0,-2239.0,50
25203,20.09.2019 12:45 - 20.09.2019 13:00,65241.0,62749.0,-2492.0,51
25204,20.09.2019 13:00 - 20.09.2019 13:15,65002.0,62257.0,-2745.0,52
25205,20.09.2019 13:15 - 20.09.2019 13:30,64414.0,61422.0,-2992.0,53
25206,20.09.2019 13:30 - 20.09.2019 13:45,63928.0,60716.0,-3212.0,54
25207,20.09.2019 13:45 - 20.09.2019 14:00,63485.0,60294.0,-3191.0,55
25208,20.09.2019 14:00 - 20.09.2019 14:15,63244.0,59922.0,-3322.0,56
25209,20.09.2019 14:15 - 20.09.2019 14:30,63129.0,59627.0,-3502.0,57
25210,20.09.2019 14:30 - 20.09.2019 14:45,62766.0,59112.0,-3654.0,58
25211,20.09.2019 14:45 - 20.09.2019 15:00,62304.0,58861.0,-3443.0,59
25212,20.09.2019 15:00 - 20.09.2019 15:15,62323.0,58510.0,-3813.0,60
25213,20.09.2019 15:15 - 20.09.2019 15:30,61971.0,58455.0,-3516.0,61
25214,20.09.2019 15:30 - 20.09.2019 15:45,61607.0,57626.0,-3981.0,62
25215,20.09.2019 15:45 - 20.09.2019 16:00,61106.0,56899.0,-4207.0,63
25216,20.09.2019 16:00 - 20.09.2019 16:15,60901.0,57551.0,-3350.0,64
25217,20.09.2019 16:15 - 20.09.2019 16:30,60561.0,57435.0,-3126.0,65
25218,20.09.2019 16:30 - 20.09.2019 16:45,60546.0,57249.0,-3297.0,66
25219,20.09.2019 16:45 - 20.09.2019 17:00,60211.0,57368.0,-2843.0,67
25220,20.09.2019 17:00 - 20.09.2019 17:15,60320.0,57533.0,-2787.0,68
25221,20.09.2019 17:15 - 20.09.2019 17:30,60262.0,57323.0,-2939.0,69
25222,20.09.2019 17:30 - 20.09.2019 17:45,60192.0,57193.0,-2999.0,70
25223,20.09.2019 17:45 - 20.09.2019 18:00,60024.0,56989.0,-3035.0,71
25224,20.09.2019 18:00 - 20.09.2019 18:15,59888.0,57251.0,-2637.0,72
25225,20.09.2019 18:15 - 20.09.2019 18:30,59840.0,56913.0,-2927.0,73
25226,20.09.2019 18:30 - 20.09.2019 18:45,59737.0,56786.0,-2951.0,74
25227,20.09.2019 18:45 - 20.09.2019 19:00,59629.0,56700.0,-2929.0,75
25228,20.09.2019 19:00 - 20.09.2019 19:15,59576.0,56782.0,-2794.0,76
25229,20.09.2019 19:15 - 20.09.2019 19:30,59226.0,56768.0,-2458.0,77
25230,20.09.2019 19:30 - 20.09.2019 19:45,59111.0,57553.0,-1558.0,78
25231,20.09.2019 19:45 - 20.09.2019 20:00,59257.0,58116.0,-1141.0,79
25232,20.09.2019 20:00 - 20.09.2019 20:15,58738.0,57791.0,-947.0,80
25233,20.09.2019 20:15 - 20.09.2019 20:30,58058.0,56863.0,-1195.0,81
25234,20.09.2019 20:30 - 20.09.2019 20:45,57298.0,55852.0,-1446.0,82
25235,20.09.2019 20:45 - 20.09.2019 21:00,56464.0,55336.0,-1128.0,83
25236,20.09.2019 21:00 - 20.09.2019 21:15,55743.0,54364.0,-1379.0,84
25237,20.09.2019 21:15 - 20.09.2019 21:30,55000.0,53578.0,-1422.0,85
25238,20.09.2019 21:30 - 20.09.2019 21:45,53890.0,52596.0,-1294.0,86
25239,20.09.2019 21:45 - 20.09.2019 22:00,52937.0,51662.0,-1275.0,87
25240,20.09.2019 22:00 - 20.09.2019 22:15,52298.0,51001.0,-1297.0,88
25241,20.09.2019 22:15 - 20.09.2019 22:30,51284.0,50471.0,-813.0,89
25242,20.09.2019 22:30 - 20.09.2019 22:45,50243.0,49505.0,-738.0,90
25243,20.09.2019 22:45 - 20.09.2019 23:00,49440.0,48526.0,-914.0,91
25244,20.09.2019 23:00 - 20.09.2019 23:15,48475.0,47359.0,-1116.0,92
25245,20.09.2019 23:15 - 20.09.2019 23:30,47653.0,46473.0,-1180.0,93
25246,20.09.2019 23:30 - 20.09.2019 23:45,46951.0,46082.0,-869.0,94
25247,20.09.2019 23:45 - 21.09.2019 00:00,46275.0,45841.0,-434.0,95
25248,21.09.2019 00:00 - 21.09.2019 00:15,44030.0,44390.0,360.0,0
25249,21.09.2019 00:15 - 21.09.2019 00:30,43533.0,43643.0,110.0,1
25250,21.09.2019 00:30 - 21.09.2019 00:45,43060.0,42971.0,-89.0,2
25251,21.09.2019 00:45 - 21.09.2019 01:00,42643.0,42306.0,-337.0,3
25252,21.09.2019 01:00 - 21.09.2019 01:15,42201.0,41379.0,-822.0,4
25253,21.09.2019 01:15 - 21.09.2019 01:30,41833.0,40722.0,-1111.0,5
25254,21.09.2019 01:30 - 21.09.2019 01:45,41425.0,40180.0,-1245.0,6
25255,21.09.2019 01:45 - 21.09.2019 02:00,41124.0,40148.0,-976.0,7
25256,21.09.2019 02:00 - 21.09.2019 02:15,40716.0,39940.0,-776.0,8
25257,21.09.2019 02:15 - 21.09.2019 02:30,40585.0,39819.0,-766.0,9
25258,21.09.2019 02:30 - 21.09.2019 02:45,40482.0,39637.0,-845.0,10
25259,21.09.2019 02:45 - 21.09.2019 03:00,40392.0,39713.0,-679.0,11
25260,21.09.2019 03:00 - 21.09.2019 03:15,40371.0,39896.0,-475.0,12
25261,21.09.2019 03:15 - 21.09.2019 03:30,40316.0,39797.0,-519.0,13
25262,21.09.2019 03:30 - 21.09.2019 03:45,40236.0,40019.0,-217.0,14
25263,21.09.2019 03:45 - 21.09.2019 04:00,40244.0,39993.0,-251.0,15
25264,21.09.2019 04:00 - 21.09.2019 04:15,40320.0,40447.0,127.0,16
25265,21.09.2019 04:15 - 21.09.2019 04:30,40385.0,40484.0,99.0,17
25266,21.09.2019 04:30 - 21.09.2019 04:45,40467.0,40659.0,192.0,18
25267,21.09.2019 04:45 - 21.09.2019 05:00,40640.0,40894.0,254.0,19
25268,21.09.2019 05:00 - 21.09.2019 05:15,41116.0,41497.0,381.0,20
25269,21.09.2019 05:15 - 21.09.2019 05:30,41205.0,41251.0,46.0,21
25270,21.09.2019 05:30 - 21.09.2019 05:45,41353.0,41475.0,122.0,22
25271,21.09.2019 05:45 - 21.09.2019 06:00,41687.0,41714.0,27.0,23
25272,21.09.2019 06:00 - 21.09.2019 06:15,42393.0,42707.0,314.0,24
25273,21.09.2019 06:15 - 21.09.2019 06:30,43129.0,43231.0,102.0,25
25274,21.09.2019 06:30 - 21.09.2019 06:45,43588.0,43539.0,-49.0,26
25275,21.09.2019 06:45 - 21.09.2019 07:00,43918.0,43766.0,-152.0,27
25276,21.09.2019 07:00 - 21.09.2019 07:15,44683.0,44623.0,-60.0,28
25277,21.09.2019 07:15 - 21.09.2019 07:30,45227.0,45134.0,-93.0,29
25278,21.09.2019 07:30 - 21.09.2019 07:45,45951.0,46323.0,372.0,30
25279,21.09.2019 07:45 - 21.09.2019 08:00,46954.0,47538.0,584.0,31
25280,21.09.2019 08:00 - 21.09.2019 08:15,48048.0,48676.0,628.0,32
25281,21.09.2019 08:15 - 21.09.2019 08:30,48958.0,49413.0,455.0,33
25282,21.09.2019 08:30 - 21.09.2019 08:45,49756.0,49924.0,168.0,34
25283,21.09.2019 08:45 - 21.09.2019 09:00,50505.0,50940.0,435.0,35
25284,21.09.2019 09:00 - 21.09.2019 09:15,51008.0,51055.0,47.0,36
25285,21.09.2019 09:15 - 21.09.2019 09:30,51528.0,51589.0,61.0,37
25286,21.09.2019 09:30 - 21.09.2019 09:45,52287.0,52290.0,3.0,38
25287,21.09.2019 09:45 - 21.09.2019 10:00,52881.0,52953.0,72.0,39
25288,21.09.2019 10:00 - 21.09.2019 10:15,53288.0,52863.0,-425.0,40
25289,21.09.2019 10:15 - 21.09.2019 10:30,53651.0,53091.0,-560.0,41
25290,21.09.2019 10:30 - 21.09.2019 10:45,54041.0,53341.0,-700.0,42
25291,21.09.2019 10:45 - 21.09.2019 11:00,54370.0,53736.0,-634.0,43
25292,21.09.2019 11:00 - 21.09.2019 11:15,54936.0,53790.0,-1146.0,44
25293,21.09.2019 11:15 - 21.09.2019 11:30,55259.0,54080.0,-1179.0,45
25294,21.09.2019 11:30 - 21.09.2019 11:45,55530.0,54308.0,-1222.0,46
25295,21.09.2019 11:45 - 21.09.2019 12:00,55559.0,54453.0,-1106.0,47
25296,21.09.2019 12:00 - 21.09.2019 12:15,55117.0,53695.0,-1422.0,48
25297,21.09.2019 12:15 - 21.09.2019 12:30,54935.0,53411.0,-1524.0,49
25298,21.09.2019 12:30 - 21.09.2019 12:45,54570.0,53176.0,-1394.0,50
25299,21.09.2019 12:45 - 21.09.2019 13:00,54175.0,52783.0,-1392.0,51
25300,21.09.2019 13:00 - 21.09.2019 13:15,53570.0,52499.0,-1071.0,52
25301,21.09.2019 13:15 - 21.09.2019 13:30,53073.0,52190.0,-883.0,53
25302,21.09.2019 13:30 - 21.09.2019 13:45,52708.0,51775.0,-933.0,54
25303,21.09.2019 13:45 - 21.09.2019 14:00,52136.0,51268.0,-868.0,55
25304,21.09.2019 14:00 - 21.09.2019 14:15,51608.0,50472.0,-1136.0,56
25305,21.09.2019 14:15 - 21.09.2019 14:30,51177.0,50292.0,-885.0,57
25306,21.09.2019 14:30 - 21.09.2019 14:45,50970.0,50084.0,-886.0,58
25307,21.09.2019 14:45 - 21.09.2019 15:00,50791.0,49509.0,-1282.0,59
25308,21.09.2019 15:00 - 21.09.2019 15:15,50899.0,49589.0,-1310.0,60
25309,21.09.2019 15:15 - 21.09.2019 15:30,50673.0,49293.0,-1380.0,61
25310,21.09.2019 15:30 - 21.09.2019 15:45,50631.0,49009.0,-1622.0,62
25311,21.09.2019 15:45 - 21.09.2019 16:00,50447.0,48719.0,-1728.0,63
25312,21.09.2019 16:00 - 21.09.2019 16:15,50479.0,48313.0,-2166.0,64
25313,21.09.2019 16:15 - 21.09.2019 16:30,50343.0,48132.0,-2211.0,65
25314,21.09.2019 16:30 - 21.09.2019 16:45,50472.0,48003.0,-2469.0,66
25315,21.09.2019 16:45 - 21.09.2019 17:00,50433.0,47972.0,-2461.0,67
25316,21.09.2019 17:00 - 21.09.2019 17:15,50736.0,48551.0,-2185.0,68
25317,21.09.2019 17:15 - 21.09.2019 17:30,50687.0,48904.0,-1783.0,69
25318,21.09.2019 17:30 - 21.09.2019 17:45,50668.0,48964.0,-1704.0,70
25319,21.09.2019 17:45 - 21.09.2019 18:00,50662.0,49166.0,-1496.0,71
25320,21.09.2019 18:00 - 21.09.2019 18:15,50863.0,49400.0,-1463.0,72
25321,21.09.2019 18:15 - 21.09.2019 18:30,50719.0,49294.0,-1425.0,73
25322,21.09.2019 18:30 - 21.09.2019 18:45,50659.0,49271.0,-1388.0,74
25323,21.09.2019 18:45 - 21.09.2019 19:00,50552.0,49235.0,-1317.0,75
25324,21.09.2019 19:00 - 21.09.2019 19:15,50725.0,49436.0,-1289.0,76
25325,21.09.2019 19:15 - 21.09.2019 19:30,50629.0,49666.0,-963.0,77
25326,21.09.2019 19:30 - 21.09.2019 19:45,50784.0,50438.0,-346.0,78
25327,21.09.2019 19:45 - 21.09.2019 20:00,50795.0,50694.0,-101.0,79
25328,21.09.2019 20:00 - 21.09.2019 20:15,50435.0,50939.0,504.0,80
25329,21.09.2019 20:15 - 21.09.2019 20:30,49745.0,50244.0,499.0,81
25330,21.09.2019 20:30 - 21.09.2019 20:45,49226.0,49448.0,222.0,82
25331,21.09.2019 20:45 - 21.09.2019 21:00,48569.0,48734.0,165.0,83
25332,21.09.2019 21:00 - 21.09.2019 21:15,47935.0,47937.0,2.0,84
25333,21.09.2019 21:15 - 21.09.2019 21:30,47175.0,47336.0,161.0,85
25334,21.09.2019 21:30 - 21.09.2019 21:45,46473.0,46693.0,220.0,86
25335,21.09.2019 21:45 - 21.09.2019 22:00,46196.0,46354.0,158.0,87
25336,21.09.2019 22:00 - 21.09.2019 22:15,45872.0,45595.0,-277.0,88
25337,21.09.2019 22:15 - 21.09.2019 22:30,45042.0,44915.0,-127.0,89
25338,21.09.2019 22:30 - 21.09.2019 22:45,44351.0,44080.0,-271.0,90
25339,21.09.2019 22:45 - 21.09.2019 23:00,43693.0,43616.0,-77.0,91
25340,21.09.2019 23:00 - 21.09.2019 23:15,42946.0,42326.0,-620.0,92
25341,21.09.2019 23:15 - 21.09.2019 23:30,42289.0,41900.0,-389.0,93
25342,21.09.2019 23:30 - 21.09.2019 23:45,41663.0,41387.0,-276.0,94
25343,21.09.2019 23:45 - 22.09.2019 00:00,41153.0,40854.0,-299.0,95
25344,22.09.2019 00:00 - 22.09.2019 00:15,40369.0,39839.0,-530.0,0
25345,22.09.2019 00:15 - 22.09.2019 00:30,39888.0,39184.0,-704.0,1
25346,22.09.2019 00:30 - 22.09.2019 00:45,39279.0,38700.0,-579.0,2
25347,22.09.2019 00:45 - 22.09.2019 01:00,38931.0,38477.0,-454.0,3
25348,22.09.2019 01:00 - 22.09.2019 01:15,38488.0,37892.0,-596.0,4
25349,22.09.2019 01:15 - 22.09.2019 01:30,38247.0,37431.0,-816.0,5
25350,22.09.2019 01:30 - 22.09.2019 01:45,37821.0,36947.0,-874.0,6
25351,22.09.2019 01:45 - 22.09.2019 02:00,37652.0,36685.0,-967.0,7
25352,22.09.2019 02:00 - 22.09.2019 02:15,37323.0,36392.0,-931.0,8
25353,22.09.2019 02:15 - 22.09.2019 02:30,37092.0,36180.0,-912.0,9
25354,22.09.2019 02:30 - 22.09.2019 02:45,36952.0,36129.0,-823.0,10
25355,22.09.2019 02:45 - 22.09.2019 03:00,36816.0,35956.0,-860.0,11
25356,22.09.2019 03:00 - 22.09.2019 03:15,36857.0,35758.0,-1099.0,12
25357,22.09.2019 03:15 - 22.09.2019 03:30,36742.0,35675.0,-1067.0,13
25358,22.09.2019 03:30 - 22.09.2019 03:45,36747.0,35619.0,-1128.0,14
