"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar  [MW] Intraday / BZN|DE-AT-LU","Generation - Solar  [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-AT-LU"
"03.01.2018 08:15 - 03.01.2018 08:30","35","17","","3696","16794","3657","34373","14368","13568"
"03.01.2018 08:30 - 03.01.2018 08:45","88","43","","3683","16751","3659","34591","14267","13706"
"03.01.2018 08:45 - 03.01.2018 09:00","181","82","","3668","16559","3665","34790","14233","13616"
"03.01.2018 09:00 - 03.01.2018 09:15","312","137","","3656","16492","3667","35025","14238","13840"
"03.01.2018 09:15 - 03.01.2018 09:30","491","218","","3653","16378","3655","35356","14363","13886"
"03.01.2018 09:30 - 03.01.2018 09:45","697","308","","3644","16263","3660","35663","14443","13730"
"03.01.2018 09:45 - 03.01.2018 10:00","930","410","","3641","16119","3661","35955","14521","13835"
"03.01.2018 10:00 - 03.01.2018 10:15","1180","519","","3625","15953","3662","36154","15114","13778"
"03.01.2018 10:15 - 03.01.2018 10:30","1431","647","","3578","15763","3623","36347","15278","13770"
"03.01.2018 10:30 - 03.01.2018 10:45","1675","779","","3535","15554","3589","36510","15484","13767"
"03.01.2018 10:45 - 03.01.2018 11:00","1902","904","","3490","15323","3569","36616","15659","13935"
"03.01.2018 11:00 - 03.01.2018 11:15","2119","1027","","3449","15118","3534","36727","15777","14293"
"03.01.2018 11:15 - 03.01.2018 11:30","2316","1130","","3409","14928","3475","36859","15832","14464"
"03.01.2018 11:30 - 03.01.2018 11:45","2473","1191","","3360","14732","3401","37012","15836","14504"
"03.01.2018 11:45 - 03.01.2018 12:00","2627","1244","","3316","14584","3366","37197","15875","14948"
"03.01.2018 12:00 - 03.01.2018 12:15","2758","1289","","3278","14358","3235","37348","15926","14823"
"03.01.2018 12:15 - 03.01.2018 12:30","2845","1319","","3223","14210","3071","37472","15996","14851"
"03.01.2018 12:30 - 03.01.2018 12:45","2888","1342","","3190","14087","2938","37541","16072","14952"
"03.01.2018 12:45 - 03.01.2018 13:00","2901","1349","","3156","14138","2958","37550","16159","15083"
"03.01.2018 13:00 - 03.01.2018 13:15","2875","1349","","3104","14107","2923","37502","16248","15278"
"03.01.2018 13:15 - 03.01.2018 13:30","2793","1344","","3044","14124","2921","37437","16297","15114"
"03.01.2018 13:30 - 03.01.2018 13:45","2655","1324","","2995","14040","2809","37351","16389","14849"
"03.01.2018 13:45 - 03.01.2018 14:00","2487","1286","","2951","13960","2705","37265","16440","14679"
"03.01.2018 14:00 - 03.01.2018 14:15","2314","1237","","2924","13913","2621","37216","16530","14639"
"03.01.2018 14:15 - 03.01.2018 14:30","2103","1144","","2900","14057","2614","37199","16428","14894"
"03.01.2018 14:30 - 03.01.2018 14:45","1844","1002","","2879","14293","2694","37183","16330","15069"
"03.01.2018 14:45 - 03.01.2018 15:00","1561","841","","2866","14547","2770","37164","16296","15171"
"03.01.2018 15:00 - 03.01.2018 15:15","1251","668","","2875","14718","2780","37149","16241","15230"
"03.01.2018 15:15 - 03.01.2018 15:30","909","491","","2934","14845","2764","37147","16196","15009"
"03.01.2018 15:30 - 03.01.2018 15:45","609","336","","2988","15013","2782","37161","16151","14821"
"03.01.2018 15:45 - 03.01.2018 16:00","358","195","","3045","15149","2765","37199","16105","14889"
"03.01.2018 16:00 - 03.01.2018 16:15","175","92","","3111","15252","2719","37213","16062","14976"
"03.01.2018 16:15 - 03.01.2018 16:30","72","34","","3204","15340","2686","37169","16080","15139"
"03.01.2018 16:30 - 03.01.2018 16:45","30","12","","3268","15580","2790","37227","16097","15234"
"03.01.2018 16:45 - 03.01.2018 17:00","12","3","","3331","15821","2907","37288","16110","15120"
"03.01.2018 17:00 - 03.01.2018 17:15","8","0","","3368","16021","2993","37353","16127","14965"
"03.01.2018 17:15 - 03.01.2018 17:30","8","0","","3376","16041","2869","37497","16131","14987"
"03.01.2018 17:30 - 03.01.2018 17:45","8","0","","3383","16279","2967","37640","16138","14978"
"03.01.2018 17:45 - 03.01.2018 18:00","8","0","","3389","16513","3067","37717","16146","15068"
"03.01.2018 18:00 - 03.01.2018 18:15","8","0","","3390","16763","3199","37784","16145","15080"
"03.01.2018 18:15 - 03.01.2018 18:30","8","0","","3395","16959","3317","37830","16122","15052"
"03.01.2018 18:30 - 03.01.2018 18:45","8","0","","3398","17094","3371","37891","16085","15254"
"03.01.2018 18:45 - 03.01.2018 19:00","8","0","","3401","17254","3459","37982","16058","15407"
"03.01.2018 19:00 - 03.01.2018 19:15","0","0","","3410","17374","3518","38047","16044","15504"
"03.01.2018 19:15 - 03.01.2018 19:30","0","0","","3400","17508","3603","38065","16094","15443"
"03.01.2018 19:30 - 03.01.2018 19:45","0","0","","3392","17562","3612","38081","16147","15515"
"03.01.2018 19:45 - 03.01.2018 20:00","0","0","","3393","17545","3557","38068","16206","15569"
"03.01.2018 20:00 - 03.01.2018 20:15","0","0","","3390","17538","3525","38026","16231","15812"
"03.01.2018 20:15 - 03.01.2018 20:30","0","0","","3390","17453","3441","37953","16227","15927"
"03.01.2018 20:30 - 03.01.2018 20:45","0","0","","3390","17463","3450","37875","16221","15893"
"03.01.2018 20:45 - 03.01.2018 21:00","0","0","","3388","17491","3476","37808","16216","15739"
"03.01.2018 21:00 - 03.01.2018 21:15","0","0","","3383","17500","3488","37730","16204","15727"
"03.01.2018 21:15 - 03.01.2018 21:30","0","0","","3378","17472","3465","37632","16181","15864"
"03.01.2018 21:30 - 03.01.2018 21:45","0","0","","3371","17478","3475","37530","16156","15928"
"03.01.2018 21:45 - 03.01.2018 22:00","0","0","","3364","17480","3486","37454","16129","16059"
"03.01.2018 22:00 - 03.01.2018 22:15","0","0","","3359","17488","3496","37394","16124","16100"
"03.01.2018 22:15 - 03.01.2018 22:30","0","0","","3346","17493","3462","37324","16114","16006"
"03.01.2018 22:30 - 03.01.2018 22:45","0","0","","3335","17500","3471","37254","16103","15547"
"03.01.2018 22:45 - 03.01.2018 23:00","0","0","","3326","17508","3488","37160","16093","15075"
"03.01.2018 23:00 - 03.01.2018 23:15","0","0","","3316","17516","3520","37056","16065","15176"
"03.01.2018 23:15 - 03.01.2018 23:30","0","0","","3303","17509","3595","36951","16016","15251"
"03.01.2018 23:30 - 03.01.2018 23:45","0","0","","3293","17496","3566","36845","15969","15323"
"03.01.2018 23:45 - 04.01.2018 00:00","0","0","","3284","17481","3574","36724","15923","15355"
"04.01.2018 00:00 - 04.01.2018 00:15","0","0","","3654","17611","3709","38570","15937","15250"
"04.01.2018 00:15 - 04.01.2018 00:30","0","0","","3647","17554","3761","38396","15880","15105"
"04.01.2018 00:30 - 04.01.2018 00:45","0","0","","3640","17545","3758","38220","15826","15001"
"04.01.2018 00:45 - 04.01.2018 01:00","0","0","","3633","17503","3750","38040","15774","14685"
"04.01.2018 01:00 - 04.01.2018 01:15","0","0","","3512","16920","3397","37798","15541","14632"
"04.01.2018 01:15 - 04.01.2018 01:30","0","0","","3484","16855","3389","37613","15574","14644"
"04.01.2018 01:30 - 04.01.2018 01:45","0","0","","3453","16779","3356","37422","15501","14571"
"04.01.2018 01:45 - 04.01.2018 02:00","0","0","","3423","16698","3324","37240","15512","14629"
"04.01.2018 02:00 - 04.01.2018 02:15","0","0","","3386","16689","3276","37053","15380","14479"
"04.01.2018 02:15 - 04.01.2018 02:30","0","0","","3335","16567","3203","36856","15182","14350"
"04.01.2018 02:30 - 04.01.2018 02:45","0","0","","3282","16469","3145","36658","14914","14107"
"04.01.2018 02:45 - 04.01.2018 03:00","0","0","","3233","16391","3070","36456","14682","13927"
"04.01.2018 03:00 - 04.01.2018 03:15","0","0","","3176","16251","2955","36225","14480","13717"
"04.01.2018 03:15 - 04.01.2018 03:30","0","0","","3114","16086","2838","35971","14404","13603"
"04.01.2018 03:30 - 04.01.2018 03:45","0","0","","3048","16033","2837","35715","14403","13551"
"04.01.2018 03:45 - 04.01.2018 04:00","0","0","","2982","15931","2724","35416","13927","13101"
"04.01.2018 04:00 - 04.01.2018 04:15","0","0","","2907","15819","2631","35125","13696","12933"
"04.01.2018 04:15 - 04.01.2018 04:30","0","0","","2826","15770","2648","34705","13429","12811"
"04.01.2018 04:30 - 04.01.2018 04:45","0","0","","2743","15553","2514","34265","13151","12596"
"04.01.2018 04:45 - 04.01.2018 05:00","0","0","","2659","15281","2383","33813","12868","12300"
"04.01.2018 05:00 - 04.01.2018 05:15","0","0","","2563","15075","2267","33373","12583","11867"
"04.01.2018 05:15 - 04.01.2018 05:30","0","0","","2470","14939","2236","32941","12313","11403"
"04.01.2018 05:30 - 04.01.2018 05:45","0","0","","2375","14680","2052","32523","12049","11257"
"04.01.2018 05:45 - 04.01.2018 06:00","0","0","","2285","14417","1868","32087","11788","11105"
"04.01.2018 06:00 - 04.01.2018 06:15","0","0","","2186","14135","1664","31633","11524","10967"
"04.01.2018 06:15 - 04.01.2018 06:30","0","0","","2084","13781","1432","31064","11263","10719"
"04.01.2018 06:30 - 04.01.2018 06:45","0","0","","1979","13557","1297","30497","11013","10520"
"04.01.2018 06:45 - 04.01.2018 07:00","0","0","","1876","13382","1222","29913","10733","10585"
"04.01.2018 07:00 - 04.01.2018 07:15","8","0","","1767","13158","1113","29342","10458","10451"
"04.01.2018 07:15 - 04.01.2018 07:30","8","0","","1679","12894","993","28717","10200","10227"
"04.01.2018 07:30 - 04.01.2018 07:45","8","0","","1587","12618","915","28088","9935","10225"
"04.01.2018 07:45 - 04.01.2018 08:00","8","0","","1492","12380","849","27439","9661","10045"
"04.01.2018 08:00 - 04.01.2018 08:15","17","5","","1406","12043","799","26791","9411","9846"
"04.01.2018 08:15 - 04.01.2018 08:30","40","18","","1325","11806","725","26143","9186","9838"
"04.01.2018 08:30 - 04.01.2018 08:45","107","53","","1247","11598","663","25484","8905","9689"
"04.01.2018 08:45 - 04.01.2018 09:00","196","85","","1165","11445","666","24846","8648","9453"
"04.01.2018 09:00 - 04.01.2018 09:15","319","125","","1097","11299","663","24248","8498","9242"
"04.01.2018 09:15 - 04.01.2018 09:30","477","187","","1039","11250","742","23697","8243","8831"
"04.01.2018 09:30 - 04.01.2018 09:45","653","265","","985","11090","720","23130","8031","8239"
"04.01.2018 09:45 - 04.01.2018 10:00","840","349","","932","10954","706","22559","7837","7808"
"04.01.2018 10:00 - 04.01.2018 10:15","1023","423","","901","10816","703","21975","7188","7639"
"04.01.2018 10:15 - 04.01.2018 10:30","1198","495","","864","10645","729","21447","7024","7264"
"04.01.2018 10:30 - 04.01.2018 10:45","1365","566","","830","10387","678","20909","6866","6944"
"04.01.2018 10:45 - 04.01.2018 11:00","1504","625","","793","10110","613","20345","6707","6716"
"04.01.2018 11:00 - 04.01.2018 11:15","1620","679","","764","9887","597","19806","6566","6489"
"04.01.2018 11:15 - 04.01.2018 11:30","1710","720","","742","9697","575","19313","6429","6521"
"04.01.2018 11:30 - 04.01.2018 11:45","1772","745","","720","9529","580","18823","6297","6412"
"04.01.2018 11:45 - 04.01.2018 12:00","1819","760","","695","9346","591","18337","6162","6155"
"04.01.2018 12:00 - 04.01.2018 12:15","1831","759","","675","9168","611","17844","6037","5882"
"04.01.2018 12:15 - 04.01.2018 12:30","1809","735","","656","8929","572","17302","5921","5760"
"04.01.2018 12:30 - 04.01.2018 12:45","1768","700","","640","8726","582","16755","5804","5444"
"04.01.2018 12:45 - 04.01.2018 13:00","1712","660","","626","8514","626","16277","5687","5130"
"04.01.2018 13:00 - 04.01.2018 13:15","1637","619","","608","8247","604","15770","5517","4879"
"04.01.2018 13:15 - 04.01.2018 13:30","1544","575","","590","8006","583","15462","5313","4734"
"04.01.2018 13:30 - 04.01.2018 13:45","1425","526","","573","7803","621","15116","5111","4579"
"04.01.2018 13:45 - 04.01.2018 14:00","1293","470","","553","7578","618","14793","4910","4460"
"04.01.2018 14:00 - 04.01.2018 14:15","1146","413","","539","7342","620","14511","4749","4241"
"04.01.2018 14:15 - 04.01.2018 14:30","993","356","","529","6983","559","14210","4636","4031"
"04.01.2018 14:30 - 04.01.2018 14:45","828","298","","514","6639","516","13910","4516","3771"
"04.01.2018 14:45 - 04.01.2018 15:00","666","239","","503","6326","483","13588","4395","3411"
"04.01.2018 15:00 - 04.01.2018 15:15","512","182","","490","6040","449","13332","4297","3065"
"04.01.2018 15:15 - 04.01.2018 15:30","370","131","","495","5719","324","13148","4255","3034"
"04.01.2018 15:30 - 04.01.2018 15:45","245","87","","491","5530","329","12968","4202","3001"
"04.01.2018 15:45 - 04.01.2018 16:00","139","49","","494","5375","314","12839","4143","2920"
"04.01.2018 16:00 - 04.01.2018 16:15","72","23","","499","5268","305","12812","4110","2832"
"04.01.2018 16:15 - 04.01.2018 16:30","37","9","","485","5175","291","12883","4205","2805"
"04.01.2018 16:30 - 04.01.2018 16:45","21","4","","473","5099","279","12961","4298","2969"
"04.01.2018 16:45 - 04.01.2018 17:00","11","1","","464","5049","279","13035","4388","3044"
"04.01.2018 17:00 - 04.01.2018 17:15","8","0","","457","5030","285","13217","4563","3211"
"04.01.2018 17:15 - 04.01.2018 17:30","8","0","","443","5103","275","13496","4804","3447"
"04.01.2018 17:30 - 04.01.2018 17:45","8","0","","431","5199","294","13773","5032","3693"
"04.01.2018 17:45 - 04.01.2018 18:00","8","0","","419","5299","322","14051","5262","3894"
"04.01.2018 18:00 - 04.01.2018 18:15","8","0","","408","5412","367","14298","5496","4127"
"04.01.2018 18:15 - 04.01.2018 18:30","8","0","","406","5531","364","14572","5735","4414"
"04.01.2018 18:30 - 04.01.2018 18:45","8","0","","407","5685","392","14850","5976","4665"
"04.01.2018 18:45 - 04.01.2018 19:00","8","0","","411","5875","448","15105","6214","4798"
"04.01.2018 19:00 - 04.01.2018 19:15","0","0","","415","6043","476","15340","6396","5121"
"04.01.2018 19:15 - 04.01.2018 19:30","0","0","","426","6266","615","15570","6532","5282"
"04.01.2018 19:30 - 04.01.2018 19:45","0","0","","437","6421","686","15810","6674","5412"
"04.01.2018 19:45 - 04.01.2018 20:00","0","0","","449","6626","817","16053","6809","5576"
"04.01.2018 20:00 - 04.01.2018 20:15","0","0","","469","6788","903","16370","7019","5864"
"04.01.2018 20:15 - 04.01.2018 20:30","0","0","","505","7078","988","16749","7311","6205"
"04.01.2018 20:30 - 04.01.2018 20:45","0","0","","542","7303","1007","17119","7606","6450"
"04.01.2018 20:45 - 04.01.2018 21:00","0","0","","580","7575","1096","17487","7897","6678"
"04.01.2018 21:00 - 04.01.2018 21:15","0","0","","601","7868","1198","17888","8244","6992"
"04.01.2018 21:15 - 04.01.2018 21:30","0","0","","629","8025","1135","18356","8656","7648"
"04.01.2018 21:30 - 04.01.2018 21:45","0","0","","657","8300","1183","18843","9057","8016"
"04.01.2018 21:45 - 04.01.2018 22:00","0","0","","678","8550","1211","19326","9456","8526"
"04.01.2018 22:00 - 04.01.2018 22:15","0","0","","705","8778","1212","19770","9818","8903"
"04.01.2018 22:15 - 04.01.2018 22:30","0","0","","747","9068","1311","20136","10136","9314"
"04.01.2018 22:30 - 04.01.2018 22:45","0","0","","782","9370","1391","20506","10452","9680"
"04.01.2018 22:45 - 04.01.2018 23:00","0","0","","824","9678","1496","20854","10775","9879"
"04.01.2018 23:00 - 04.01.2018 23:15","0","0","","884","10042","1712","21264","11142","10432"
"04.01.2018 23:15 - 04.01.2018 23:30","0","0","","934","10518","1829","21859","11521","10940"
"04.01.2018 23:30 - 04.01.2018 23:45","0","0","","983","11017","2008","22493","11897","11437"
"04.01.2018 23:45 - 05.01.2018 00:00","0","0","","1038","11515","2129","23119","12280","11868"
"05.01.2018 00:00 - 05.01.2018 00:15","0","0","","2028","11389","2391","31886","12610","12281"
"05.01.2018 00:15 - 05.01.2018 00:30","0","0","","2085","12165","2803","32274","12880","12559"
"05.01.2018 00:30 - 05.01.2018 00:45","0","0","","2149","12605","2951","32672","13144","12860"
"05.01.2018 00:45 - 05.01.2018 01:00","0","0","","2212","12985","3067","33086","13408","13485"
"05.01.2018 01:00 - 05.01.2018 01:15","0","0","","2239","13629","3082","33408","15011","14021"
"05.01.2018 01:15 - 05.01.2018 01:30","0","0","","2238","14050","3247","33626","15387","14405"
"05.01.2018 01:30 - 05.01.2018 01:45","0","0","","2234","14414","3338","33848","15290","14426"
"05.01.2018 01:45 - 05.01.2018 02:00","0","0","","2233","14737","3392","34035","15534","14621"
"05.01.2018 02:00 - 05.01.2018 02:15","0","0","","2214","14400","3394","34109","15556","14699"
"05.01.2018 02:15 - 05.01.2018 02:30","0","0","","2176","14687","3430","34124","15578","14779"
"05.01.2018 02:30 - 05.01.2018 02:45","0","0","","2130","14680","3202","34140","15541","14759"
"05.01.2018 02:45 - 05.01.2018 03:00","0","0","","2086","14907","3174","34123","15625","14897"
"05.01.2018 03:00 - 05.01.2018 03:15","0","0","","2048","14992","3085","34069","15779","15024"
"05.01.2018 03:15 - 05.01.2018 03:30","0","0","","2016","14876","2938","33874","15527","14739"
"05.01.2018 03:30 - 05.01.2018 03:45","0","0","","1990","14907","2879","33663","15305","14552"
"05.01.2018 03:45 - 05.01.2018 04:00","0","0","","1957","14957","2831","33431","15212","14472"
"05.01.2018 04:00 - 05.01.2018 04:15","0","0","","1912","14916","2694","33193","15092","14269"
"05.01.2018 04:15 - 05.01.2018 04:30","0","0","","1863","14807","2578","33057","14915","14305"
"05.01.2018 04:30 - 05.01.2018 04:45","0","0","","1812","14807","2471","32917","14773","14302"
"05.01.2018 04:45 - 05.01.2018 05:00","0","0","","1751","14789","2419","32726","14624","14235"
"05.01.2018 05:00 - 05.01.2018 05:15","0","0","","1672","14719","2283","32488","14499","14143"
"05.01.2018 05:15 - 05.01.2018 05:30","0","0","","1559","14602","2253","32261","14337","13869"
"05.01.2018 05:30 - 05.01.2018 05:45","0","0","","1450","14335","2069","32019","14198","13654"
"05.01.2018 05:45 - 05.01.2018 06:00","0","0","","1346","14099","1871","31726","14075","13572"
"05.01.2018 06:00 - 05.01.2018 06:15","0","0","","1252","13799","1668","31444","13913","13514"
"05.01.2018 06:15 - 05.01.2018 06:30","0","0","","1185","13684","1506","31159","13763","13392"
"05.01.2018 06:30 - 05.01.2018 06:45","0","0","","1118","13561","1423","30864","13587","13239"
"05.01.2018 06:45 - 05.01.2018 07:00","0","0","","1060","13436","1326","30532","13413","13492"
"05.01.2018 07:00 - 05.01.2018 07:15","8","0","","993","13330","1219","30221","13258","13319"
"05.01.2018 07:15 - 05.01.2018 07:30","8","0","","940","13053","1020","29803","13050","13036"
"05.01.2018 07:30 - 05.01.2018 07:45","8","0","","878","12878","895","29399","12864","12731"
"05.01.2018 07:45 - 05.01.2018 08:00","8","0","","823","12663","783","28991","12632","12612"
"05.01.2018 08:00 - 05.01.2018 08:15","19","12","","774","12444","650","28548","12377","12404"
"05.01.2018 08:15 - 05.01.2018 08:30","54","46","","722","12090","432","28107","12094","12376"
"05.01.2018 08:30 - 05.01.2018 08:45","152","127","","674","11879","381","27682","11746","12326"
"05.01.2018 08:45 - 05.01.2018 09:00","292","224","","630","11752","345","27238","11425","11960"
"05.01.2018 09:00 - 05.01.2018 09:15","492","340","","588","11595","298","26836","11125","11612"
"05.01.2018 09:15 - 05.01.2018 09:30","741","496","","558","11499","301","26464","10841","11436"
"05.01.2018 09:30 - 05.01.2018 09:45","1029","668","","524","11345","252","26078","10553","11064"
"05.01.2018 09:45 - 05.01.2018 10:00","1339","853","","490","11208","221","25681","10252","10865"
"05.01.2018 10:00 - 05.01.2018 10:15","1647","1029","","458","11095","197","25272","9435","10501"
"05.01.2018 10:15 - 05.01.2018 10:30","1928","1199","","434","10991","146","24890","9176","10201"
"05.01.2018 10:30 - 05.01.2018 10:45","2183","1343","","415","10936","139","24503","8926","9652"
"05.01.2018 10:45 - 05.01.2018 11:00","2412","1458","","393","10893","146","24124","8665","9231"
"05.01.2018 11:00 - 05.01.2018 11:15","2612","1554","","376","10834","156","23701","8428","8704"
"05.01.2018 11:15 - 05.01.2018 11:30","2753","1614","","360","10753","170","23282","8194","8354"
"05.01.2018 11:30 - 05.01.2018 11:45","2851","1632","","342","10655","171","22843","7959","7863"
"05.01.2018 11:45 - 05.01.2018 12:00","2907","1620","","332","10573","186","22399","7724","7444"
"05.01.2018 12:00 - 05.01.2018 12:15","2933","1579","","326","10482","199","21997","7452","6974"
"05.01.2018 12:15 - 05.01.2018 12:30","2909","1499","","336","10344","236","21592","7141","6715"
"05.01.2018 12:30 - 05.01.2018 12:45","2864","1408","","346","10196","272","21184","6835","6456"
"05.01.2018 12:45 - 05.01.2018 13:00","2799","1315","","359","10020","309","20776","6530","6106"
"05.01.2018 13:00 - 05.01.2018 13:15","2711","1213","","368","9829","339","20386","6214","5748"
"05.01.2018 13:15 - 05.01.2018 13:30","2575","1111","","388","9531","263","19980","5912","5269"
"05.01.2018 13:30 - 05.01.2018 13:45","2398","1012","","408","9303","281","19570","5610","4800"
"05.01.2018 13:45 - 05.01.2018 14:00","2188","898","","429","9065","294","19135","5296","4359"
"05.01.2018 14:00 - 05.01.2018 14:15","1961","789","","449","8855","343","18688","5055","3918"
"05.01.2018 14:15 - 05.01.2018 14:30","1720","684","","453","8445","331","18103","4878","3461"
"05.01.2018 14:30 - 05.01.2018 14:45","1465","576","","456","8054","336","17527","4706","3031"
"05.01.2018 14:45 - 05.01.2018 15:00","1199","469","","460","7637","327","16920","4531","2713"
"05.01.2018 15:00 - 05.01.2018 15:15","934","365","","466","7253","332","16366","4374","2447"
"05.01.2018 15:15 - 05.01.2018 15:30","695","270","","466","6930","346","15914","4242","2194"
"05.01.2018 15:30 - 05.01.2018 15:45","480","184","","467","6530","290","15453","4108","2040"
"05.01.2018 15:45 - 05.01.2018 16:00","294","112","","470","6181","251","15016","3966","2042"
"05.01.2018 16:00 - 05.01.2018 16:15","137","53","","474","5859","221","14666","3845","2148"
"05.01.2018 16:15 - 05.01.2018 16:30","60","22","","483","5515","179","14384","3825","2285"
"05.01.2018 16:30 - 05.01.2018 16:45","30","9","","493","5275","226","14095","3798","2606"
"05.01.2018 16:45 - 05.01.2018 17:00","12","3","","504","5072","260","13885","3770","2600"
"05.01.2018 17:00 - 05.01.2018 17:15","9","0","","514","4887","273","13723","3783","2680"
"05.01.2018 17:15 - 05.01.2018 17:30","9","0","","521","4883","345","13634","3852","2817"
"05.01.2018 17:30 - 05.01.2018 17:45","9","0","","528","4770","315","13543","3916","2995"
"05.01.2018 17:45 - 05.01.2018 18:00","8","0","","532","4660","287","13473","3987","3058"
"05.01.2018 18:00 - 05.01.2018 18:15","8","0","","536","4613","304","13416","4078","3097"
"05.01.2018 18:15 - 05.01.2018 18:30","8","0","","550","4580","301","13378","4174","3132"
"05.01.2018 18:30 - 05.01.2018 18:45","8","0","","563","4573","322","13343","4270","3166"
"05.01.2018 18:45 - 05.01.2018 19:00","8","0","","574","4612","377","13326","4366","3127"
"05.01.2018 19:00 - 05.01.2018 19:15","0","0","","588","4648","428","13293","4460","3211"
"05.01.2018 19:15 - 05.01.2018 19:30","0","0","","580","4789","583","13216","4570","3261"
"05.01.2018 19:30 - 05.01.2018 19:45","0","0","","574","4806","617","13144","4675","3459"
"05.01.2018 19:45 - 05.01.2018 20:00","0","0","","571","4868","694","13071","4780","3438"
"05.01.2018 20:00 - 05.01.2018 20:15","0","0","","575","4934","779","12976","4874","3398"
"05.01.2018 20:15 - 05.01.2018 20:30","0","0","","597","5071","928","12900","4968","3299"
"05.01.2018 20:30 - 05.01.2018 20:45","0","0","","621","4994","866","12821","5058","3313"
"05.01.2018 20:45 - 05.01.2018 21:00","0","0","","640","4922","810","12721","5144","3336"
"05.01.2018 21:00 - 05.01.2018 21:15","0","0","","660","4817","718","12614","5224","3357"
